dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Average Price","Asia Pacific","Fantasy","Total Channels","Actual",1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,1.2732478,15.2789741
"Volume Litres","Singapore","Fantasy","Total Channels","Actual",21311.8228288,22377.4139703,23496.2846688,15983.8671216,17262.5764913,18643.5826107,20135.0692195,21745.8747571,13852.6848387,16623.2218065,19947.8661678,23937.4394013,235317.7038823
"Price per Litre","Singapore","Fantasy","Total Channels","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,26.4861776
"Sales Revenue","Singapore","Fantasy","Total Channels","Actual",47039.0604397,49391.0134617,51860.5641348,35279.2953298,38101.6389561,41149.7700726,44441.7516785,47997.0918127,30575.3892858,36690.4671430,44028.5605716,52834.2726859,519388.8755720
"Standard Cost per Litre","Singapore","Fantasy","Total Channels","Actual",0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,0.0891362,1.0696341
"Manufacturing Cost","Singapore","Fantasy","Total Channels","Actual",1899.6543730,1994.6370917,2094.3689462,1424.7407798,1538.7200421,1661.8176455,1794.7630571,1938.3441017,1234.7753425,1481.7304109,1778.0764931,2133.6917918,20975.3200755
"Gross Margin","Singapore","Fantasy","Total Channels","Actual",45139.4060667,47396.3763700,49766.1951885,33854.5545500,36562.9189140,39487.9524271,42646.9886213,46058.7477110,29340.6139433,35208.7367320,42250.4840784,50700.5808941,498413.5554966
"GM %","Singapore","Fantasy","Total Channels","Actual",0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154
"Average Price","Singapore","Fantasy","Total Channels","Actual",2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,2.2071815,26.4861776
"Volume Litres","Thailand","Fantasy","Total Channels","Actual",70641.6114564,74173.6920293,77882.3766307,52981.2085923,57219.7052797,61797.2817021,66741.0642383,72080.3493773,45917.0474467,55100.4569360,66120.5483232,79344.6579879,780000.0000000
"Price per Litre","Thailand","Fantasy","Total Channels","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,585.7520193
"Sales Revenue","Thailand","Fantasy","Total Channels","Actual",3448205.5464348,3620615.8237566,3801646.6149444,2586154.1598261,2793046.4926122,3016490.2120212,3257809.4289829,3518434.1833015,2241333.6051826,2689600.3262192,3227520.3914630,3873024.4697556,38073881.2545000
"Standard Cost per Litre","Thailand","Fantasy","Total Channels","Actual",32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,32.2588069,387.1056823
"Manufacturing Cost","Thailand","Fantasy","Total Channels","Actual",2278814.1002526,2392754.8052652,2512392.5455285,1709110.5751894,1845839.4212046,1993506.5749010,2152987.1008930,2325226.0689645,1481229.1651642,1777474.9981970,2132969.9978364,2559563.9974037,25161869.3508000
"Gross Margin","Thailand","Fantasy","Total Channels","Actual",1169391.4461822,1227861.0184914,1289254.0694159,877043.5846367,947207.0714076,1022983.6371202,1104822.3280898,1193208.1143370,760104.4400185,912125.3280221,1094550.3936266,1313460.4723519,12912011.9037000
"GM %","Thailand","Fantasy","Total Channels","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Average Price","Thailand","Fantasy","Total Channels","Actual",48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,48.8126683,585.7520193
"Volume Litres","Australia","Fantasy","Total Channels","Actual",45645.3489411,47927.6163882,50323.9972075,34234.0117058,36972.7326423,39930.5512537,43124.9953540,46574.9949823,29669.4768117,35603.3721740,42724.0466089,51268.8559306,504000.0000001
"Price per Litre","Australia","Fantasy","Total Channels","Actual",3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,3.2016259,38.4195110
"Sales Revenue","Australia","Fantasy","Total Channels","Actual",73807.7435291,77498.1307056,81373.0372408,55355.8076468,59784.2722586,64567.0140393,69732.3751624,75310.9651755,47975.0332940,57570.0399527,69084.0479433,82900.8575319,814959.3244801
"Standard Cost per Litre","Australia","Fantasy","Total Channels","Actual",0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,0.1697832,2.0373983
"Manufacturing Cost","Australia","Fantasy","Total Channels","Actual",3874.9065356,4068.6518624,4272.0844555,2906.1799017,3138.6742939,3389.7682374,3660.9496964,3953.8256721,2518.6892482,3022.4270978,3626.9125173,4352.2950208,42785.3645390
"Gross Margin","Australia","Fantasy","Total Channels","Actual",69932.8369935,73429.4788432,77100.9527853,52449.6277451,56645.5979648,61177.2458020,66071.4254661,71357.1395034,45456.3440458,54547.6128549,65457.1354260,78548.5625111,772173.9599411
"GM %","Australia","Fantasy","Total Channels","Actual",0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000,0.9475000
"Average Price","Australia","Fantasy","Total Channels","Actual",1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,1.6169828,19.4037934
"Volume Litres","Europe","Fantasy","Total Channels","Actual",51757.2840128,54345.1482135,57062.4056242,38817.9630096,41923.4000504,45277.2720544,48899.4538188,52811.4101243,33642.2346083,40370.6815300,48444.8178360,58133.7814032,571485.8522857
"Price per Litre","Europe","Fantasy","Total Channels","Actual",3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,3.0464221,36.5570657
"Sales Revenue","Europe","Fantasy","Total Channels","Actual",79968.9169488,83967.3627962,88165.7309360,59976.6877116,64774.8227285,69956.8085468,75553.3532305,81597.6214890,51979.7960167,62375.7552200,74850.9062640,89821.0875169,882988.8494050
"Standard Cost per Litre","Europe","Fantasy","Total Channels","Actual",0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,0.9734803,11.6817640
"Manufacturing Cost","Europe","Fantasy","Total Channels","Actual",29176.5284951,30635.3549198,32167.1226658,21882.3963713,23632.9880810,25523.6271275,27565.5172977,29770.7586815,18964.7435218,22757.6922262,27309.2306714,32771.0768057,322157.0368647
"Gross Margin","Europe","Fantasy","Total Channels","Actual",50792.3884537,53332.0078764,55998.6082702,38094.2913403,41141.8346475,44433.1814193,47987.8359328,51826.8628075,33015.0524949,39618.0629939,47541.6755927,57050.0107112,560831.8125403
"GM %","Europe","Fantasy","Total Channels","Actual",0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516
"Average Price","Europe","Fantasy","Total Channels","Actual",1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,1.5450756,18.5409073
"Volume Litres","UK","Fantasy","Total Channels","Actual",30445.4611840,31967.7342432,33566.1209554,22834.0958880,24660.8235591,26633.6894438,28764.3845993,31065.5353672,19789.5497696,23747.4597235,28496.9516682,34196.3420019,336168.1484033
"Price per Litre","UK","Fantasy","Total Channels","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,13.5050406
"Sales Revenue","UK","Fantasy","Total Channels","Actual",34263.9325089,35977.1291343,37775.9855911,25697.9493817,27753.7853322,29974.0881588,32372.0152115,34961.7764284,22271.5561308,26725.8673569,32071.0408283,38485.2489940,378330.3750568
"Standard Cost per Litre","UK","Fantasy","Total Channels","Actual",0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,0.6306233,7.5674797
"Manufacturing Cost","UK","Fantasy","Total Channels","Actual",19199.6173541,20159.5982218,21167.5781329,14399.7130156,15551.6900568,16795.8252614,18139.4912823,19590.6505849,12479.7512802,14975.7015362,17970.8418435,21565.0102121,211995.4687818
"Gross Margin","UK","Fantasy","Total Channels","Actual",15064.3151548,15817.5309125,16608.4074581,11298.2363661,12202.0952754,13178.2628974,14232.5239292,15371.1258435,9791.8048506,11750.1658207,14100.1989849,16920.2387818,166334.9062750
"GM %","UK","Fantasy","Total Channels","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Average Price","UK","Fantasy","Total Channels","Actual",1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,1.1254201,13.5050406
"Volume Litres","France","Fantasy","Total Channels","Actual",21311.8228288,22377.4139703,23496.2846688,15983.8671216,17262.5764913,18643.5826107,20135.0692195,21745.8747571,13852.6848387,16623.2218065,19947.8661678,23937.4394013,235317.7038823
"Price per Litre","France","Fantasy","Total Channels","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,16.7917446
"Sales Revenue","France","Fantasy","Total Channels","Actual",29821.8904918,31312.9850164,32878.6342672,22366.4178689,24155.7312984,26088.1898023,28175.2449864,30429.2645853,19384.2288197,23261.0745836,27913.2895004,33495.9474004,329282.8986209
"Standard Cost per Litre","France","Fantasy","Total Channels","Actual",0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.0505307,0.6063686
"Manufacturing Cost","France","Fantasy","Total Channels","Actual",1076.9016011,1130.7466811,1187.2840152,807.6762008,872.2902969,942.0735206,1017.4394023,1098.8345545,699.9860407,839.9832489,1007.9798986,1209.5758783,11890.7713391
"Gross Margin","France","Fantasy","Total Channels","Actual",28744.9888907,30182.2383353,31691.3502520,21558.7416681,23283.4410015,25146.1162816,27157.8055841,29330.4300309,18684.2427790,22421.0913348,26905.3096017,32286.3715221,317392.1272818
"GM %","France","Fantasy","Total Channels","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Average Price","France","Fantasy","Total Channels","Actual",1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,1.3993121,16.7917446
"Volume Litres","World","Sprike","Total Channels","Actual",215413.9484167,226184.6458376,237493.8781294,161560.4613125,174485.2982175,188444.1220750,203519.6518410,219801.2239883,140019.0664709,168022.8797651,201627.4557180,241952.9468617,2378525.5786339
"Price per Litre","World","Sprike","Total Channels","Actual",13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,13.4225420,161.0705039
"Sales Revenue","World","Sprike","Total Channels","Actual",326545.6674956,342872.9508704,360016.5984139,244909.2506217,264501.9906714,285662.1499252,308515.1219192,333196.3316728,212254.6838722,254705.6206467,305646.7447759,366776.0937312,3605603.2046162
"Standard Cost per Litre","World","Sprike","Total Channels","Actual",4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,4.8874522,58.6494261
"Manufacturing Cost","World","Sprike","Total Channels","Actual",129674.5783209,136158.3072369,142966.2225988,97255.9337406,105036.4084399,113439.3211151,122514.4668043,132315.6241487,84288.4759086,101146.1710903,121375.4053083,145650.4863700,1431821.4010824
"Gross Margin","World","Sprike","Total Channels","Actual",196871.0891747,206714.6436335,217050.3758151,147653.3168811,159465.5822315,172222.8288101,186000.6551149,200880.7075241,127966.2079636,153559.4495564,184271.3394676,221125.6073611,2173781.8035338
"GM %","World","Sprike","Total Channels","Actual",0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899,0.6028899
"Average Price","World","Sprike","Total Channels","Actual",1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,1.5158984,18.1907812
"Volume Litres","North America","Sprike","Total Channels","Actual",81631.8927997,85713.4874396,89999.1618116,61223.9195997,66121.8331677,71411.5798212,77124.5062068,83294.4667034,53060.7303198,63672.8763838,76407.4516605,91688.9419926,901350.8479065
"Price per Litre","North America","Sprike","Total Channels","Actual",4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,4.3014025,51.6168304
"Sales Revenue","North America","Sprike","Total Channels","Actual",119075.5300334,125029.3065351,131280.7718619,89306.6475251,96451.1793271,104167.2736733,112500.6555671,121500.7080125,77399.0945218,92878.9134261,111454.6961113,133745.6353336,1314790.4119284
"Standard Cost per Litre","North America","Sprike","Total Channels","Actual",2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,2.5819022,30.9828263
"Manufacturing Cost","North America","Sprike","Total Channels","Actual",70492.9516552,74017.5992379,77718.4791999,52869.7137414,57099.2908407,61667.2341080,66600.6128366,71928.6618636,45820.4185759,54984.5022911,65981.4027492,79177.6832992,778358.5503987
"Gross Margin","North America","Sprike","Total Channels","Actual",48582.5783782,51011.7072972,53562.2926620,36436.9337837,39351.8884864,42500.0395653,45900.0427305,49572.0461490,31578.6759459,37894.4111350,45473.2933620,54567.9520345,536431.8615297
"GM %","North America","Sprike","Total Channels","Actual",0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980,0.4079980
"Average Price","North America","Sprike","Total Channels","Actual",1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,1.4586888,17.5042659
"Volume Litres","USA","Sprike","Total Channels","Actual",29684.3246544,31168.5408871,32726.9679315,22263.2434908,24044.3029701,25967.8472077,28045.2749843,30288.8969831,19294.8110254,23153.7732305,27784.5278765,33341.4334519,327763.9446933
"Price per Litre","USA","Sprike","Total Channels","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,20.7135499
"Sales Revenue","USA","Sprike","Total Channels","Actual",51238.9783809,53800.9273000,56490.9736650,38429.2337857,41503.5724885,44823.8582876,48409.7669506,52282.5483067,33305.3359476,39966.4031371,47959.6837645,57551.6205174,565762.9025317
"Standard Cost per Litre","USA","Sprike","Total Channels","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,11.0965446
"Manufacturing Cost","USA","Sprike","Total Channels","Actual",27449.4527041,28821.9253393,30263.0216062,20587.0895280,22234.0566903,24012.7812255,25933.8037236,28008.5080214,17842.1442576,21410.5731092,25692.6877310,30831.2252772,303087.2692134
"Gross Margin","USA","Sprike","Total Channels","Actual",23789.5256769,24979.0019607,26227.9520587,17842.1442576,19269.5157982,20811.0770621,22475.9632271,24274.0402852,15463.1916900,18555.8300279,22266.9960335,26720.3952402,262675.6333183
"GM %","USA","Sprike","Total Channels","Actual",0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857
"Average Price","USA","Sprike","Total Channels","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,20.7135499
"Volume Litres","Canada","Sprike","Total Channels","Actual",51947.5681452,54544.9465525,57272.1938801,38960.6761089,42077.5301977,45443.7326135,49079.2312225,53005.5697204,33765.9192944,40519.1031533,48622.9237839,58347.5085408,573586.9032132
"Price per Litre","Canada","Sprike","Total Channels","Actual",2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,2.8740051,34.4880611
"Sales Revenue","Canada","Sprike","Total Channels","Actual",75705.5916442,79490.8712264,83465.4147878,56779.1937332,61321.5292319,66227.2515704,71525.4316960,77247.4662317,49208.6345688,59050.3614826,70860.4337790,85032.5205349,835914.7004867
